,交易日期,账户可用资金,持仓市值,印花税,券商佣金,总资产,净值,手续费,涨跌幅,杠杆,实际杠杆,净值max2here,净值dd2here
1987,2022-03-03,6834889.3537936285,221617773.43,29341.338200000006,7055.922323999999,228452662.78379363,22.845266278379363,36397.260524000005,0.0045002925612314115,1.0,0.9700818135778871,22.989593917271364,-0.0062779551222769125
1988,2022-03-04,7057898.383913628,217759319.7,35863.761,8575.20888,224817218.08391362,22.481721808391363,44438.96988,-0.015913339138097782,1.0,0.9686060594287789,22.989593917271364,-0.022091391031420216
1989,2022-03-07,7067606.199123227,214759409.10000002,34822.71015,8351.1046404,221827015.29912326,22.182701529912325,43173.8147904,-0.013300595080196542,1.0,0.9681391097040507,22.989593917271364,-0.035098157464749535
1990,2022-03-08,6880665.048635229,207359972.06,34324.538,8255.212488000001,214240637.10863522,21.42406371086352,42579.750488000005,-0.034199523354980776,1.0,0.9678834737354416,22.989593917271364,-0.06809734056379779
1991,2022-03-09,6458711.363723227,204257319.5,27009.0121,6528.772811999999,210716030.86372322,21.07160308637232,33537.784912,-0.016451623242348612,1.0,0.96934874229906,22.989593917271364,-0.08342865201538496
1992,2022-03-10,6340210.299803226,207997109.5,33122.398,7958.6659199999995,214337319.79980323,21.433731979980323,41081.06392,0.017185635669181742,1.0,0.9704194756856849,22.989593917271364,-0.06767679076411048
1993,2022-03-11,6593372.825134426,209472675.74,33272.41199,7950.052678800001,216066048.56513444,21.606604856513442,41222.4646688,0.008065458534920023,1.0,0.9694844568643702,22.989593917271364,-0.06015717657887487
1994,2022-03-14,6624115.180200028,202837300.85,31721.51062,7604.7543144,209461416.03020003,20.946141603020003,39326.2649344,-0.0305676554868054,1.0,0.9683754874489869,22.989593917271364,-0.08888596821695838
1995,2022-03-15,6652389.957912024,192776918.0,28575.01315,6850.359138,199429307.95791203,19.942930795791202,35425.372288,-0.04789477824804533,1.0,0.9666428669585718,22.989593917271364,-0.13252357272788973
1996,2022-03-16,6759907.822072019,200260782.0,33547.602999999996,8033.53284,207020689.82207203,20.7020689822072,41581.135839999995,0.038065527789737263,1.0,0.9673467041971411,22.989593917271364,-0.09950262467862103
1997,2022-03-17,5639120.772832021,202650830.0,33471.412000000004,8162.637240000001,208289950.77283204,20.828995077283203,41634.04924000001,0.0061310826074965075,1.0,0.972926582622403,22.989593917271364,-0.09398160088269203
1998,2022-03-18,5519197.395912017,208965541.0,34350.886,8253.49092,214484738.39591202,21.448473839591202,42604.376919999995,0.029741173782484642,1.0,0.9742676451611944,22.989593917271364,-0.06703555022441554
1999,2022-03-21,5611238.615072011,212480801.0,33588.566,8045.214840000001,218092039.615072,21.8092039615072,41633.78084,0.016818451728259465,1.0,0.9742712360112926,22.989593917271364,-0.05134453266168271
2000,2022-03-22,5814574.813592012,213204826.0,36214.183,8661.61848,219019400.81359202,21.9019400813592,44875.801479999995,0.004252155191710738,1.0,0.9734517819335063,22.989593917271364,-0.04731070239109547
2001,2022-03-23,6089981.582030416,212849657.07999998,36495.989,8720.5625616,218939638.6620304,21.89396386620304,45216.551561600005,-0.00036417847581216023,1.0,0.9721841982600907,22.989593917271364,-0.04765765132742128
2002,2022-03-24,6462235.373592024,207627847.56,34330.37200000001,8189.5164384,214090082.93359202,21.409008293359204,42519.88843840001,-0.02215019517742267,1.0,0.9698153446201592,22.989593917271364,-0.06875222022624405
2003,2022-03-25,7070442.070459224,207740692.06000003,36099.363000000005,8585.5001328,214811134.13045925,21.481113413045925,44684.863132800005,0.0033679803706314626,1.0,0.9670853091527127,22.989593917271364,-0.06561579598377176
2004,2022-03-28,6761110.760119226,207557256.70000002,29069.371000000003,7009.43934,214318367.46011925,21.431836746011925,36078.81034,-0.0022939531153014503,1.0,0.9684529569712341,22.989593917271364,-0.06775922953946323
2005,2022-03-29,6513453.242803227,203097176.27999997,29189.390999999996,7030.826316,209610629.5228032,20.96106295228032,36220.217315999995,-0.021966096481171093,1.0,0.9689259401699635,22.989593917271364,-0.08823692024708074
2006,2022-03-30,6555224.519833143,206672210.20424917,28920.69804,6931.652694268299,213227434.72408232,21.32274347240823,35852.3507342683,0.017254874953207766,1.0,0.9692571243080627,22.989593917271364,-0.0725045623189925
2007,2022-03-31,6324646.564002307,206716135.75327033,28837.69778,6944.422967410012,213040782.31727263,21.304078231727264,35782.12074741001,-0.0008753676892057083,1.0,0.9703125077968251,22.989593917271364,-0.07331646185702412
